0,0,0,0
50,0.0031,0,0.0028
100,0.0121,0,0.0082
150,0.0243,0.0002,0.017
200,0.0444,0.0004,0.0234
250,0.0962,0.0006,0.0507
300,0.1067,0.0008,0.0552
350,0.1277,0.0011,0.0549
400,0.1656,0.0013,0.0673
450,0.2263,0.002,0.0853
500,0.3079,0.0024,0.116
550,0.3436,0.0027,0.1495
600,0.3843,0.0034,0.1518
650,0.4471,0.0039,0.1563
700,0.5207,0.0048,0.1627
750,0.5729,0.005,0.1725
800,0.6637,0.0059,0.203
850,0.7472,0.0064,0.2042
900,0.8787,0.0074,0.2474
950,1.0679,0.0083,0.2719
1000,1.1674,0.0093,0.3381
